http://www.rdatamining.com/docs,mktrf,smb,hml,rf,umd
20100721,-0.013,-0.0038,-0.0041,0.00001,0.003
20100722,0.0237,0.0125,0.0054,0.00001,0.0056
20100723,0.0105,0.0147,-0.0023,0.00001,0.0056
20100726,0.0123,0.0087,0.0011,0.00001,0.0012
20100727,-0.0023,-0.0033,0.0035,0.00001,-0.0063
20100728,-0.0082,-0.009,-0.0003,0.00001,-0.0009
20100729,-0.0036,0.0032,0.0067,0.00001,0.002
20100730,0.0006,0.0003,-0.0022,0.00001,0.0017
20100802,0.0208,-0.0054,0.0015,0.00001,-0.0027
20100803,-0.0055,-0.0041,-0.0051,0.00001,-0.0015
20100804,0.0074,0.0043,-0.001,0.00001,0.0016
20100805,-0.0022,-0.0082,0.0013,0.00001,-0.0003
20100806,-0.0036,-0.0017,-0.0034,0.00001,-0.0005
20100809,0.0062,0.0062,0.0005,0.00001,0.0012
20100810,-0.0079,-0.0123,-0.0021,0.00001,0.0019
20100811,-0.0291,-0.0107,-0.0065,0.00001,-0.0036
20100812,-0.005,-0.0007,-0.0005,0.00001,-0.0012
20100813,-0.0047,-0.008,0.0024,0.00001,-0.0007
20100816,0.001,0.0092,-0.002,0.00001,0.0017
20100817,0.0131,0.0059,-0.0018,0.00001,0.0034
20100818,0.0021,0.0006,0.0007,0.00001,0.002
20100819,-0.0174,-0.0082,-0.0042,0.00001,0.0006
20100820,-0.0028,0.0027,-0.0023,0.00001,0.0016
20100823,-0.005,-0.0094,-0.0044,0.00001,-0.0046
20100824,-0.0148,0.0014,0.0014,0.00001,-0.0035
20100825,0.0045,0.0104,0.0001,0.00001,0.0007
20100826,-0.0076,-0.0008,-0.0026,0.00001,0.0037
20100827,0.0182,0.0092,0.0037,0.00001,0.0044
20100830,-0.0154,-0.0082,-0.004,0.00001,-0.0007
20100831,0.0001,-0.0026,0.0077,0.00001,0.0047
20100901,0.0305,0.0062,0.0047,0.00001,0.0052
20100902,0.0097,0.0026,-0.0031,0.00001,0.0028
20100903,0.0135,0.0035,0.002,0.00001,0.0015
20100907,-0.0123,-0.0079,-0.0074,0.00001,0.0018
20100908,0.0065,0.0002,0.0017,0.00001,0.0005
20100909,0.0044,-0.0048,0.0054,0.00001,-0.0068
20100910,0.0045,-0.0009,-0.0013,0.00001,0.0003
20100913,0.013,0.0112,0.0021,0.00001,-0.0019
20100914,-0.0006,-0.0023,-0.0052,0.00001,0.0015
20100915,0.0036,0.001,-0.0023,0.00001,-0.0007
20100916,-0.0007,-0.0051,-0.0069,0.00001,0.0023
20100917,0.0015,0.0061,-0.0058,0.00001,0.0035
20100920,0.016,0.0113,0.0023,0.00001,-0.0008
20100921,-0.0031,-0.0027,-0.0032,0.00001,0.0009
20100922,-0.0052,-0.0056,-0.0053,0.00001,0.0046
20100923,-0.0078,-0.0007,-0.0068,0.00001,0.0006
20100924,0.0219,0.0098,0.0048,0.00001,0.0001
20100927,-0.0046,0.0021,-0.0044,0.00001,0.0008
20100928,0.0058,0.0053,0.001,0.00001,-0.0004
20100929,-0.0017,0.0066,-0.0025,0.00001,-0.0002
20100930,-0.0026,0.0004,0.0029,0.00001,-0.0054
20101001,0.0043,-0.0006,0.0021,0.00001,-0.0029
20101004,-0.0088,-0.0072,-0.0007,0.00001,0.004
20101005,0.0211,0.0077,0.0014,0.00001,0.0024
20101006,-0.001,-0.0039,0.0047,0.00001,-0.0062
20101007,-0.0016,0.0005,-0.0028,0.00001,0.0025
20101008,0.0074,0.0096,-0.0013,0.00001,-0.0004
20101011,0.0004,0.0002,-0.0022,0.00001,-0.0014
20101012,0.0039,-0.0004,0.0019,0.00001,-0.0028
20101013,0.0078,0.0087,-0.0036,0.00001,0.0006
20101014,-0.0038,0.0041,-0.0041,0.00001,0.0083
20101015,0.0018,-0.0005,-0.0128,0.00001,0.0023
20101018,0.0069,0.0006,0.0085,0.00001,-0.0084
20101019,-0.0167,-0.0068,0.0026,0.00001,0
20101020,0.0106,0.0007,0.0009,0.00001,-0.0004
20101021,0.0011,-0.0053,-0.0051,0.00001,0.0049
20101022,0.0029,0.0046,-0.0043,0.00001,0.0025
20101025,0.0031,0.0047,-0.0052,0.00001,0.0036
20101026,0.0002,0.0001,-0.0017,0.00001,-0.0007
20101027,-0.0024,-0.0018,-0.0022,0.00001,0.0008
20101028,0.0008,-0.006,-0.0006,0.00001,0.0007
20101029,0.0007,0.0033,-0.0011,0.00001,0.0015
20101101,-0.0001,-0.0065,-0.0021,0.00001,0.0015
20101102,0.009,0.0134,-0.0017,0.00001,0.0011
20101103,0.0038,-0.0006,0.0017,0.00001,0.0011
20101104,0.0194,0.0047,0.0105,0.00001,-0.0033
20101105,0.0041,-0.001,0.0068,0.00001,-0.0057
20101108,-0.0012,0.0045,-0.0048,0.00001,0.0011
20101109,-0.0078,-0.0041,-0.0049,0.00001,-0.0028
20101110,0.0053,0.0058,0.0055,0.00001,-0.0008
20101111,-0.0035,-0.0006,-0.0007,0.00001,0.0029
20101112,-0.0129,-0.0049,-0.0006,0.00001,-0.0019
20101115,-0.0009,0.002,0.0032,0.00001,0.001
20101116,-0.0158,-0.0034,-0.0015,0.00001,-0.0021
20101117,0.0007,0.0034,-0.0029,0.00001,0.005
20101118,0.0157,0.0031,-0.003,0.00001,0.0058
20101119,0.0031,0.0021,-0.0018,0.00001,0.0055
20101122,-0.0002,0.006,-0.0094,0.00001,0.0109
20101123,-0.0138,0.0048,-0.0029,0.00001,0.0002
20101124,0.0159,0.0066,0.0003,0.00001,0.007
20101126,-0.0067,0.003,-0.0035,0.00001,0.0038
20101129,-0.0013,0.0001,0.0042,0.00001,-0.0031
20101130,-0.0059,-0.0021,-0.0003,0.00001,0.0008
20101201,0.0212,-0.0009,0.0001,0.00001,0.0024
20101202,0.0123,-0.0031,0.0066,0.00001,-0.0041
20101203,0.0035,0.0039,0.0005,0.00001,0.0007
20101206,-0.0003,0.0076,-0.0006,0.00001,0.0023
20101207,0.001,0.0036,-0.0001,0.00001,0.0001
20101208,0.0032,-0.0051,0.0062,0.00001,-0.0068
20101209,0.0042,-0.0001,0.0065,0.00001,-0.0001
20101210,0.0067,0.0044,0.0024,0.00001,-0.0028
20101213,-0.0008,-0.0058,0.0007,0.00001,-0.0028
20101214,0.0009,-0.0004,-0.0011,0.00001,-0.0047
20101215,-0.0049,0.002,-0.0055,0.00001,-0.0002
20101216,0.007,0.0043,-0.0011,0.00001,0.0011
20101217,0.0015,0.0015,-0.0013,0.00001,-0.0005
20101220,0.0023,0.0001,0.0033,0.00001,0.0006
20101221,0.0068,0.0035,0.0073,0.00001,0.0015
20101222,0.0029,-0.0039,0.0082,0.00001,-0.0094
20101223,-0.0016,0.0007,-0.0032,0.00001,-0.0014
20101227,0.0008,0.0022,0.0044,0.00001,-0.0024
20101228,0,-0.0043,0.0018,0.00001,-0.0024
20101229,0.0017,0.0011,-0.0016,0.00001,0.0025
20101230,-0.0011,0.0014,-0.0003,0.00001,0
20101231,-0.001,-0.0064,0.0023,0.00001,-0.0015
20110103,0.0118,0.0053,0.0079,0,-0.0001
20110104,-0.0026,-0.0138,0.0011,0,-0.0059
20110105,0.0059,0.0061,0.0014,0,0.0011
20110106,-0.0015,-0.0006,-0.0032,0,-0.005
20110107,-0.0021,-0.0026,-0.0031,0,0.0036
20110110,-0.0002,0.0056,-0.0015,0,0.007
20110111,0.0039,0.0012,0.0022,0,-0.0024
20110112,0.0087,-0.0006,0.0025,0,-0.0033
20110113,-0.0017,0.0013,-0.0038,0,0.003
20110114,0.0069,0.0002,0.0049,0,-0.002
20110118,0.0018,0.0007,-0.0042,0,-0.0034
20110119,-0.0124,-0.0137,-0.0054,0,-0.0013
20110120,-0.003,-0.0104,0.0076,0,-0.0122
20110121,0.0011,-0.0089,0.0056,0,-0.0014
20110124,0.0065,0.0031,-0.0022,0,0.0019
20110125,0.0002,-0.0002,0.001,0,-0.0015
20110126,0.006,0.0137,-0.0022,0,0.0124
20110127,0.0026,-0.0009,0.0029,0,0.0002
20110128,-0.0188,-0.0088,-0.0003,0,-0.0016
20110131,0.0071,-0.0001,-0.0027,0,0.0063
20110201,0.0175,0.005,0.0053,0.00001,0.0052
20110202,-0.0026,-0.0008,-0.004,0.00001,-0.0001
20110203,0.0026,-0.0006,-0.001,0.00001,0.0006
20110204,0.0029,0.0009,-0.0056,0.00001,0.0005
20110207,0.007,0.0027,0.0059,0.00001,0.0022
20110208,0.0048,0.0023,0,0.00001,0.001
20110209,-0.0031,-0.002,-0.0009,0.00001,-0.0004
20110210,0.0012,0.0035,-0.003,0.00001,0.0076
20110211,0.0067,0.0042,0.0051,0.00001,0.0046
20110214,0.003,0.0022,-0.0015,0.00001,0.0051
20110215,-0.0038,-0.0037,0.003,0.00001,-0.0029
20110216,0.0068,0.0038,0.0026,0.00001,0.001
20110217,0.0037,0.0038,0.0021,0.00001,0.0014
20110218,0.0012,-0.0014,-0.0003,0.00001,-0.0052
20110222,-0.0219,-0.0053,-0.0035,0.00001,-0.008
20110223,-0.0078,-0.0118,0.004,0.00001,-0.0025
20110224,0.0004,0.0072,-0.0032,0.00001,0.0042
20110225,0.0122,0.0101,0.0022,0.00001,0.0065
20110228,0.0042,-0.0045,0.0027,0.00001,-0.0024
20110301,-0.0158,-0.003,-0.0006,0,-0.0022
20110302,0.0028,0.0033,-0.0023,0,0.0051
20110303,0.0176,0.0045,-0.0004,0,0.008
20110304,-0.0067,0.003,-0.0053,0,0.0034
20110307,-0.0096,-0.0072,0.0012,0,-0.0033
20110308,0.0097,0.0046,0.0067,0,-0.0041
20110309,-0.0017,-0.0026,0.0032,0,-0.0087
20110310,-0.0193,-0.0074,-0.0031,0,-0.0076
20110311,0.0069,-0.0034,0.0014,0,0.0032
20110314,-0.0059,0.001,-0.004,0,0.0029
20110315,-0.0105,0.0027,-0.0014,0,0.0025
20110316,-0.0177,0.0064,-0.0007,0,-0.0003
20110317,0.0112,-0.0082,0.0058,0,0.0058
20110318,0.0049,0.0058,0.0023,0,-0.0045
20110321,0.0158,0.0096,-0.0026,0,0.0126
20110322,-0.0034,-0.0009,-0.0004,0,-0.0016
20110323,0.0031,0.0016,-0.0039,0,0.0049
20110324,0.0096,-0.0011,-0.0042,0,0.0029
20110325,0.0041,0.0043,-0.0004,0,0.0062
20110328,-0.0035,0.0005,-0.0018,0,-0.0015
20110329,0.0074,0.0026,-0.0019,0,0.0054
20110330,0.0079,0.0043,0.0008,0,0.0024
20110331,-0.0011,0.0059,-0.0031,0,0.0021
20110401,0.0052,-0.001,0.0024,0,0
20110404,0.0009,0.0025,-0.0011,0,0.0015
20110405,0.0008,0.0047,-0.002,0,-0.0006
20110406,0.0021,-0.002,0.006,0,-0.0121
20110407,-0.002,-0.0021,-0.0016,0,-0.0007
20110408,-0.0047,-0.0056,-0.0027,0,0.001
20110411,-0.0039,-0.0065,-0.0011,0,-0.0056
20110412,-0.0084,-0.0066,0.0003,0,-0.007
20110413,0.0011,0.0015,-0.0068,0,0.0093
20110414,0,0.0037,-0.0035,0,0.0028
20110415,0.0044,0.0058,-0.0006,0,0.002
20110418,-0.0115,-0.0039,-0.0034,0,-0.0037
20110419,0.005,-0.0035,-0.0016,0,0.0035
20110420,0.0145,0.0061,-0.0061,0,0.0069
20110421,0.0056,0.0032,-0.0006,0,0.0079
20110425,-0.0016,-0.0006,-0.0004,0,-0.0018
20110426,0.0089,0.0015,-0.0003,0,-0.0039
20110427,0.0066,-0.0008,-0.0023,0,-0.0011
20110428,0.0032,-0.0014,0.0012,0,-0.0028
20110429,0.0029,0.0021,-0.0005,0,0.0066
20110502,-0.0028,-0.009,-0.0014,0,-0.0067
20110503,-0.005,-0.0101,0.0044,0,-0.0139
20110504,-0.0074,-0.0055,-0.0015,0,-0.0087
20110505,-0.0082,0.0051,-0.0033,0,-0.0029
20110506,0.0046,0.0004,-0.0017,0,0.0055
20110509,0.0055,0.0067,-0.0043,0,0.012
20110510,0.0086,0.0066,0.0023,0,0.0006
20110511,-0.0109,-0.0062,-0.0043,0,-0.0111
20110512,0.0052,0.0036,-0.0043,0,-0.0024
20110513,-0.0088,-0.0046,-0.0032,0,-0.0006
20110516,-0.0076,-0.01,0.0044,0,-0.0073
20110517,-0.0011,-0.0048,0.0012,0,-0.0045
20110518,0.0102,0.0068,-0.003,0,0.0117
20110519,0.0022,-0.0003,-0.0012,0,0.0028
20110520,-0.0073,0.0008,-0.0021,0,0.0028
20110523,-0.0129,-0.0053,0.0001,0,-0.0059
20110524,-0.0014,-0.0029,-0.0001,0,0.0034
20110525,0.0045,0.0102,-0.0036,0,0.0119
20110526,0.0052,0.0066,-0.0015,0,0.0052
20110527,0.0049,0.0018,0.0023,0,0.001
20110531,0.0104,0.0042,-0.0006,0,0.0026
20110601,-0.0233,-0.0075,-0.0025,0,-0.0026
20110602,-0.001,-0.0003,0.0012,0,0.0008
20110603,-0.011,-0.0055,0.0018,0,-0.0015
20110606,-0.0118,-0.0027,-0.0033,0,-0.0068
20110607,-0.0004,0.0031,-0.0012,0,0.0053
20110608,-0.0054,-0.0073,0.0004,0,-0.0027
20110609,0.0075,-0.0007,0.0002,0,0.0045
20110610,-0.0137,-0.0024,0.0044,0,-0.0062
20110613,0.0001,-0.0055,0.0037,0,-0.0062
20110614,0.0136,0.0105,-0.0038,0,0.0091
20110615,-0.0172,-0.0002,-0.0015,0,-0.0045
20110616,0.0012,-0.0008,0.0043,0,-0.0082
20110617,0.0025,-0.0039,0.0065,0,-0.0023
20110620,0.0058,0.0038,-0.0008,0,0.005
20110621,0.0152,0.0095,-0.0039,0,0.012
20110622,-0.0062,-0.0009,0.0007,0,0.0022
20110623,-0.0014,0.0064,-0.0083,0,0.0055
20110624,-0.011,0.0045,0.0013,0,-0.0033
20110627,0.0089,0.0004,-0.0005,0,0.0022
20110628,0.0136,0.0041,-0.0053,0,0.0124
20110629,0.0077,-0.0069,0.0066,0,-0.0001
20110630,0.0099,0.0017,-0.0025,0,0.004
20110701,0.0145,-0.0003,0.0014,0,0.0035
20110705,-0.0008,0.0021,-0.0084,0,0.0121
20110706,0.0018,0.0042,-0.0056,0,0.0033
20110707,0.011,0.0048,0.0009,0,-0.0026
20110708,-0.0067,-0.0001,-0.0042,0,0.0036
20110711,-0.0191,-0.0014,-0.0028,0,-0.0016
20110712,-0.0045,0.0005,0.0045,0,-0.0059
20110713,0.0045,0.0057,-0.0012,0,0.0033
20110714,-0.0082,-0.008,0.0012,0,-0.002
20110715,0.0058,0.0011,-0.0052,0,0.0054
20110718,-0.0094,-0.0059,-0.0037,0,0.0032
20110719,0.0172,0.0057,-0.0067,0,0.0045
20110720,-0.001,-0.003,0.0073,0,-0.0059
20110721,0.0129,-0.0035,0.0106,0,-0.0052
20110722,0.001,-0.001,-0.0074,0,0.0028
20110725,-0.0068,-0.0058,0.0009,0,-0.0015
20110726,-0.0047,-0.0038,0.0015,0,-0.0057
20110727,-0.0216,-0.0081,0.0043,0,-0.0064
20110728,-0.0031,0.0015,-0.0012,0,0.0012
20110729,-0.0056,0.0023,0.0011,0,0.0012
20110801,-0.004,-0.0018,0.0021,0,0.0002
20110802,-0.0268,-0.0049,0.0015,0,-0.0087
20110803,0.0058,0.0027,-0.0033,0,-0.0008
20110804,-0.0504,-0.0083,0.0031,0,-0.0142
20110805,-0.0036,-0.0123,-0.0046,0,-0.0054
20110808,-0.0697,-0.0145,-0.0156,0,-0.0112
20110809,0.0497,0.0093,0.0066,0,0.0162
20110810,-0.043,-0.0055,-0.0149,0,0.0147
20110811,0.0472,0.0032,0.0061,0,0.0059
20110812,0.0054,-0.0019,-0.0148,0,0.0115
20110815,0.0225,0.0044,0.0099,0,-0.0024
20110816,-0.0107,-0.0079,-0.001,0,-0.0071
20110817,-0.0001,-0.0033,0.0071,0,-0.0064
20110818,-0.0465,-0.0102,0.0058,0,-0.0202
20110819,-0.0155,0.0016,-0.0037,0,-0.0061
20110822,-0.0003,0.0008,-0.0081,0,-0.0003
20110823,0.036,0.0124,-0.008,0,0.0216
20110824,0.0135,-0.0015,0.0096,0,-0.0032
20110825,-0.0167,-0.0099,0.0054,0,-0.0042
20110826,0.0174,0.0091,-0.0106,0,0.0134
20110829,0.0311,0.0156,0.0082,0,0.0007
20110830,0.0032,0.0026,-0.0077,0,0.0069
20110831,0.0042,-0.0073,0.0026,0,-0.0034
20110901,-0.0133,-0.011,-0.0077,0,0.0061
20110902,-0.0264,-0.0081,-0.0067,0,0.0041
20110906,-0.0071,0.005,-0.0064,0,0.0113
20110907,0.0306,0.0094,0.0092,0,-0.0142
20110908,-0.0118,-0.0076,-0.0056,0,0.0075
20110909,-0.0265,-0.0017,0.0003,0,0.0013
20110912,0.0068,0.0001,0.0031,0,-0.0017
20110913,0.0112,0.0076,-0.0041,0,0.0006
20110914,0.0145,0.0044,-0.004,0,0.0005
20110915,0.0164,-0.0055,0.0054,0,-0.006
20110916,0.0047,-0.0039,-0.0035,0,0.0058
20110919,-0.0099,-0.0053,-0.0123,0,0.0187
20110920,-0.0045,-0.0149,0.0024,0,0.0031
20110921,-0.0292,-0.0036,-0.0123,0,0.0106
20110922,-0.0329,0.0012,0.0046,0,0.0031
20110923,0.0074,0.0066,-0.0002,0,-0.0089
20110926,0.0228,-0.0064,0.0124,0,-0.0109
20110927,0.0122,0.0107,-0.0055,0,0.0008
20110928,-0.0229,-0.0165,-0.0018,0,0.0036
20110929,0.0077,0.0058,0.0204,0,-0.0181
20110930,-0.025,-0.0016,-0.0008,0,0.0069
20111003,-0.0318,-0.0192,-0.0062,0,0.0112
20111004,0.0268,0.0361,0.0034,0,-0.0156
20111005,0.0192,-0.002,-0.0045,0,-0.0043
20111006,0.0194,0.0025,0.0051,0,-0.0106
20111007,-0.0098,-0.0127,-0.0134,0,0.0178
20111010,0.0344,0.0047,0.006,0,-0.0052
20111011,0.0015,0.0069,-0.0017,0,-0.0032
20111012,0.0107,0.005,0.009,0,-0.0132
20111013,-0.0021,0.0025,-0.0121,0,0.009
20111014,0.0172,0.0015,-0.0037,0,0.0017
20111017,-0.0206,-0.0129,-0.0045,0,0.0089
20111018,0.0211,0.0063,0.0151,0,-0.0206
20111019,-0.0138,-0.0077,0.0037,0,0.0045
20111020,0.0042,-0.003,0.007,0,-0.0045
20111021,0.0192,0.0014,0.0001,0,-0.0048
20111024,0.0159,0.0176,-0.0038,0,-0.0135
20111025,-0.0213,-0.0089,-0.0034,0,0.01
20111026,0.0112,0.007,0.0078,0,-0.0069
20111027,0.0354,0.0141,0.0083,0,-0.0264
20111028,-0.0001,-0.0057,-0.0045,0,-0.0043
20111031,-0.025,0.0005,-0.008,0,0.0224
20111101,-0.0286,-0.0053,-0.0108,0,0.0173
20111102,0.0172,0.0077,0.01,0,-0.0088
20111103,0.0197,0.0059,-0.0012,0,-0.0031
20111104,-0.0053,0.0003,-0.0058,0,-0.001
20111107,0.0048,-0.0071,0.004,0,-0.0011
20111108,0.0121,0,0.0047,0,-0.0043
20111109,-0.0378,-0.0081,-0.0064,0,0.0182
20111110,0.0083,0.0005,0.0057,0,-0.0008
20111111,0.0198,0.0048,-0.0022,0,-0.0042
20111114,-0.0092,-0.0047,-0.008,0,0.0084
20111115,0.0056,0.0088,-0.0026,0,0.0039
20111116,-0.0164,-0.0016,-0.0019,0,0.0029
20111117,-0.0165,0.0019,0.0019,0,0.0121
20111118,-0.0007,0.0006,0.0091,0,-0.0006
20111121,-0.0187,-0.005,-0.0007,0,0.0092
20111122,-0.0044,-0.0026,-0.0056,0,0.0093
20111123,-0.0229,-0.007,-0.0029,0,0.0074
20111125,-0.0034,-0.01,0.0047,0,-0.0004
20111128,0.031,0.0162,-0.007,0,-0.0039
20111129,0.0018,-0.0049,0.0017,0,0.0052
20111130,0.0444,0.0105,0.0108,0,-0.0188
20111201,-0.0022,-0.005,-0.0065,0,0.0027
20111202,0.0005,0.0045,0.0064,0,-0.0054
20111205,0.0109,0.0027,0.003,0,-0.0096
20111206,0.0004,-0.0008,0.0008,0,0.0008
20111207,0.0016,-0.0031,0.0073,0,-0.0043
20111208,-0.0223,-0.0074,-0.0099,0,0.0175
20111209,0.0183,0.0132,0.0007,0,-0.0065
20111212,-0.0148,0.0004,-0.0044,0,0.0103
20111213,-0.0105,-0.0104,0.0012,0,0.0114
20111214,-0.0121,-0.0026,0.0091,0,0.002
20111215,0.004,0.0065,0.0012,0,0.0031
20111216,0.0045,0.0023,-0.001,0,0.0034
20111219,-0.0131,-0.0043,-0.007,0,0.0181
20111220,0.031,0.008,0.0031,0,-0.0121
20111221,0.002,-0.0003,0.0131,0,-0.0009
20111222,0.0083,-0.0021,0.0069,0,-0.018
20111223,0.0084,-0.0058,-0.0016,0,0.0038
20111227,0.0004,0.0047,-0.0052,0,0.0102
20111228,-0.0134,-0.0073,-0.0004,0,0.0088
20111229,0.011,0.0019,0.0024,0,-0.0065
20111230,-0.004,-0.0007,-0.0014,0,-0.0066
20120103,0.015,-0.0016,0.0087,0,-0.0261
20120104,0,-0.0066,0.0009,0,0.0012
20120105,0.0039,0.0019,0.0014,0,-0.0058
20120106,-0.0019,0.0001,-0.0026,0,-0.0006
20120109,0.0028,0.0023,-0.0005,0,-0.0034
20120110,0.0097,0.004,0.004,0,-0.0113
20120111,0.0013,0.0016,0.0035,0,-0.0129
20120112,0.0031,0.003,0.0001,0,-0.0055
20120113,-0.0052,-0.0026,-0.0045,0,0.0105
20120117,0.0036,-0.0011,-0.0072,0,0.0077
20120118,0.0122,0.0056,0.0015,0,-0.0172
20120119,0.0051,-0.0015,-0.0022,0,-0.0113
20120120,0.0003,0.0024,0.0065,0,-0.006
20120123,0.0002,-0.0027,0.0013,0,-0.0045
20120124,0,0.0084,-0.004,0,-0.003
20120125,0.0091,0.0011,-0.0072,0,-0.0007
20120126,-0.0059,0.0025,-0.0055,0,0.0026
20120127,0.0001,0.0085,-0.0011,0,-0.0061
20120130,-0.0031,-0.0045,-0.003,0,0.0074
20120131,-0.0005,-0.0005,0.0002,0,0.0025
20120201,0.011,0.0112,0.0036,0,-0.0079
20120202,0.0017,0.0041,-0.0005,0,-0.0052
20120203,0.0158,0.0059,0.0033,0,-0.0147
20120206,-0.0005,-0.0027,-0.002,0,-0.0028
20120207,0.0016,-0.0029,-0.0009,0,0.0031
20120208,0.0025,-0.0013,0.0042,0,-0.0044
20120209,0.0015,-0.0035,-0.0038,0,0.0025
20120210,-0.0075,-0.0059,-0.001,0,0.01
20120213,0.0075,0.0059,-0.0006,0,0.0022
20120214,-0.0009,-0.0041,-0.0041,0,0.0062
20120215,-0.005,-0.0023,0.001,0,-0.0045
20120216,0.0127,0.0069,0.0028,0,-0.0097
20120217,0.0016,-0.003,0.005,0,-0.0014
20120221,-0.0005,-0.0066,0.0037,0,0.002
20120222,-0.0039,-0.0038,-0.0064,0,0.0057
20120223,0.0056,0.0091,-0.0008,0,-0.0017
20120224,0.0015,-0.0044,-0.0065,0,0.0016
20120227,0.0014,-0.0021,0.0036,0,0.001
20120228,0.0028,-0.0063,-0.0014,0,0.0023
20120229,-0.0055,-0.0103,0.002,0,0.0068
20120301,0.0064,-0.0023,0.0002,0,-0.0031
20120302,-0.0046,-0.0126,0,0,0.0035
20120305,-0.004,0.0045,0.0026,0,0.0125
20120306,-0.0162,-0.0033,-0.0033,0,0.0111
20120307,0.008,0.0031,0.0022,0,-0.0046
20120308,0.0107,0.0037,-0.003,0,-0.0014
20120309,0.0049,0.009,0.0015,0,-0.0039
20120312,-0.0007,-0.0021,-0.0003,0,0.0079
20120313,0.0186,0.0009,0.0089,0,-0.0122
20120314,-0.0023,-0.0062,-0.0022,0,0.0039
20120315,0.0067,0.0027,0.0051,0,-0.0117
20120316,0.0006,-0.0027,0.0039,0,-0.009
20120319,0.0041,0.0052,-0.001,0,0.0014
20120320,-0.0039,-0.0065,0.0031,0,0.0013
20120321,-0.001,0.003,-0.004,0,0.003
20120322,-0.0074,-0.0013,-0.0043,0,0.0125
20120323,0.0039,0.0059,0.0032,0,-0.0052
20120326,0.0145,0.0047,-0.0024,0,0.0006
20120327,-0.003,-0.0034,-0.0032,0,0.005
20120328,-0.0051,-0.0002,0.0042,0,0.0052
20120329,-0.0016,-0.0002,-0.0023,0,0.0011
20120330,0.0028,-0.0071,-0.0004,0,-0.0017
20120402,0.0077,0.0034,0.0004,0,-0.0002
20120403,-0.0034,-0.0029,-0.0032,0,0.01
20120404,-0.0111,-0.0058,0.0004,0,0.0085
20120405,-0.0003,-0.0008,-0.0048,0,0.0094
20120409,-0.0121,-0.0045,-0.0004,0,0.0071
20120410,-0.0185,-0.0041,0.0009,0,0.0018
20120411,0.0085,0.0076,0.0028,0,-0.0034
20120412,0.0144,0.0007,0.0031,0,-0.014
20120413,-0.0125,-0.0015,-0.0076,0,0.0137
20120416,-0.0009,0.0014,0.0085,0,0
20120417,0.0155,0.0006,-0.0024,0,-0.0044
20120418,-0.0043,-0.0048,-0.0041,0,0.0058
20120419,-0.0057,-0.0004,0.003,0,-0.0053
20120420,0.0011,0.0054,-0.0009,0,0.0108
20120423,-0.0095,-0.0057,0.0015,0,0.0009
20120424,0.0029,0.0022,0.0099,0,-0.006
20120425,0.0144,0.0041,-0.0104,0,0.0042
20120426,0.0075,-0.0004,-0.0003,0,0.0001
20120427,0.0035,0.0071,-0.0018,0,0.0038
20120430,-0.0049,-0.0061,0.0009,0,-0.0024
20120501,0.0048,-0.0084,0.0039,0,-0.0057
20120502,-0.0015,0.007,-0.0059,0,0.0117
20120503,-0.0092,-0.0064,0.0011,0,0.0093
20120504,-0.0162,-0.0021,0.0012,0,0.0026
20120507,0.0004,0.0014,0.0049,0,-0.0001
20120508,-0.0041,0.0035,0.0036,0,0.0019
20120509,-0.0062,0.0017,-0.0025,0,0.001
20120510,0.0029,0.0006,0.0056,0,0.008
20120511,-0.0029,0.0022,-0.0094,0,0.0056
20120514,-0.0114,-0.0007,-0.0011,0,0.0028
20120515,-0.0052,0.0051,-0.0021,0,0.0117
20120516,-0.0044,-0.0017,-0.0044,0,0.0089
20120517,-0.0164,-0.0052,0.0043,0,-0.0012
20120518,-0.008,-0.0018,0.0016,0,0.0061
20120521,0.0169,0.0067,-0.0118,0,-0.0065
20120522,0,-0.0086,0.0029,0,0.0045
20120523,0.0026,0.0049,-0.0027,0,-0.0043
20120524,0.0016,-0.0002,0.002,0,0.0076
20120525,-0.0016,0.0023,-0.001,0,-0.0054
20120529,0.0114,0.0017,-0.0001,0,-0.0081
20120530,-0.0147,-0.0028,-0.0025,0,0.0123
20120531,-0.0023,0.0014,0.0056,0,0.0019
20120601,-0.026,-0.0054,0.0021,0,-0.0001
20120604,-0.0005,0.001,-0.0056,0,0.0044
20120605,0.0068,0.0027,0.0007,0,-0.0098
20120606,0.0232,0.0007,0.0022,0,-0.01
20120607,-0.001,-0.0046,0.0013,0,0.0041
20120608,0.0085,0.0021,0.0001,0,0.0037
20120611,-0.014,-0.0088,-0.0005,0,0.0097
20120612,0.0116,0.001,0.0009,0,-0.0038
20120613,-0.0077,-0.0051,0.0036,0,0.0031
20120614,0.0104,0.0018,0.0037,0,0.0004
20120615,0.0107,0.0011,-0.0006,0,-0.0079
20120618,0.0021,0.0012,-0.0085,0,0.0078
20120619,0.0109,0.0069,0.0015,0,-0.0112
20120620,-0.0014,-0.001,0.0015,0,-0.0041
20120621,-0.0226,-0.0009,0.0012,0,0.0129
20120622,0.0079,0.0067,0.0007,0,-0.0018
20120625,-0.0162,0.0008,-0.0014,0,0.0113
20120626,0.0052,-0.0012,-0.0006,0,0.0037
20120627,0.0092,0.0039,0.0048,0,-0.0095
20120628,-0.0024,0.0016,0.0043,0,-0.0055
20120629,0.0255,0.0039,-0.007,0,-0.0116
20120702,0.0033,0.0072,-0.0004,0,0.0083
